date,open,high,low,close,volume
1/28/2014,27.6527,28.0369,27.6432,27.9687,2207169
1/29/2014,27.8718,27.9373,27.3812,27.568,2400167
1/30/2014,28.5163,28.7029,28.0743,28.2771,5116638
1/31/2014,29.1726,29.5509,28.669,29.4122,5543290
2/3/2014,29.3681,29.4309,28.1927,28.2282,4553826
2/4/2014,28.3418,28.7654,28.3174,28.346,2802317
2/5/2014,28.4762,28.66,28.0934,28.4715,2389193
2/6/2014,28.6691,28.894,28.5799,28.889,1938987
2/7/2014,29.08,29.3358,28.9039,29.3243,2674522
2/10/2014,29.1839,29.4479,29.1146,29.212,1936382
2/11/2014,29.3923,29.6836,29.1941,29.6416,2043046
2/12/2014,29.6122,29.6371,29.4225,29.5547,1717464
2/13/2014,29.4068,29.8837,29.3796,29.8837,1828183
2/14/2014,29.7768,29.9955,29.7071,29.9559,2183890
2/18/2014,29.9212,30.2067,29.8861,30.1571,2100685
2/19/2014,30.0181,30.1157,29.8239,29.9444,2095675
2/20/2014,29.9643,30.0576,29.8916,29.9885,1693795
2/21/2014,30.0806,30.1319,29.9567,29.9805,1854287
2/24/2014,30.0196,30.3882,30.0132,30.1977,1667488
2/25/2014,30.2832,30.4964,30.1458,30.3843,1437310
2/26/2014,30.4839,30.6054,30.2289,30.3885,1974365
2/27/2014,30.3442,30.4897,30.3098,30.3646,1254796
2/28/2014,30.3927,30.4886,30.041,30.2759,2303581
3/3/2014,30.0543,30.0815,29.6905,29.9532,2098690
3/4/2014,30.2597,30.2846,30.1228,30.2575,1464032
3/5/2014,30.261,30.4609,30.1702,30.3409,1230297
3/6/2014,30.441,30.5372,30.3493,30.3745,1263548
3/7/2014,30.5536,30.5582,30.171,30.2545,1508298
3/10/2014,30.2769,30.3253,29.988,30.1743,1209659
3/11/2014,30.2291,30.2428,29.8025,29.8859,1707260
3/12/2014,29.7965,30.0816,29.4924,30.0682,1957551
3/13/2014,30.0842,30.1477,29.5066,29.6137,2334479
3/14/2014,29.4376,29.6587,29.202,29.2087,2290811
3/17/2014,29.3694,29.8132,29.341,29.6894,2156238
3/18/2014,29.7534,30.1733,29.7133,30.1666,1812939
3/19/2014,30.1801,30.1848,29.747,29.8675,1605228
3/20/2014,29.8849,30.1255,29.7706,29.8154,1676955
3/21/2014,30.0433,30.126,29.4491,29.4638,3195383
3/24/2014,29.4924,29.5101,28.54,28.8384,3024690
3/25/2014,29.0394,29.135,28.5662,28.8581,2401566
3/26/2014,28.9401,29.1781,28.1802,28.1919,2567750
3/27/2014,28.164,28.1911,27.448,27.7513,3808470
3/28/2014,27.8689,28.2223,27.8383,27.8975,2248170
3/31/2014,28.1527,28.2673,27.7157,27.757,1933034
4/1/2014,27.9005,28.3296,27.844,28.2646,2172241
4/2/2014,28.4392,28.5114,27.9934,28.2698,2078864
4/3/2014,28.5331,29.275,28.1658,28.439,4000495
4/4/2014,28.7899,28.848,27.0952,27.1328,5341439
4/7/2014,27.1099,27.3617,26.4003,26.9029,3942705
4/8/2014,27.1229,27.8608,27.1054,27.7429,3472172
4/9/2014,28.1574,28.2549,27.6369,28.2171,3019155
4/10/2014,28.2648,28.2753,27.1452,27.2044,3281304
4/11/2014,26.7691,27.2493,26.5431,26.7601,3160355
4/14/2014,27.0537,27.5194,26.8974,27.1303,2529306
4/15/2014,27.419,27.513,26.4058,27.3045,3980817
4/16/2014,27.7523,28.0658,27.5234,28.0608,4566701
4/17/2014,27.6836,27.7174,26.8416,27.0377,5590129
4/21/2014,27.0706,27.0706,26.573,26.8402,2413669
4/22/2014,26.6725,27.2694,26.6725,27.1452,2320027
4/23/2014,27.0541,27.1104,26.2807,26.7476,1950006
4/24/2014,26.9557,26.996,26.4237,26.5949,2059715
4/25/2014,26.4863,26.5659,26.0006,26.0305,2361310
4/28/2014,26.1649,26.1699,25.4284,26.0246,3734926
4/29/2014,26.0699,26.7601,26.0256,26.6889,2523900
4/30/2014,26.6286,26.6894,26.3286,26.6167,2028954
5/1/2014,26.5854,26.8671,26.5162,26.7984,1994839
5/2/2014,26.9432,26.991,26.5366,26.5665,1773119
5/5/2014,26.3858,26.6585,26.2534,26.6391,1222948
5/6/2014,26.5436,26.6003,25.9888,26.0042,1826587
5/7/2014,26.0381,26.0968,25.4329,25.7768,3059722
5/8/2014,25.6633,26.242,25.6006,25.8847,2440525
5/9/2014,25.8091,26.242,25.5916,26.2057,2250686
5/12/2014,26.4655,26.8093,26.25,26.7934,1940016
5/13/2014,26.8507,27.0701,26.7671,26.9482,2002392
5/14/2014,26.9621,26.9621,26.5287,26.5934,1275054
5/15/2014,26.5301,26.5729,26.1405,26.3301,1824321
5/16/2014,26.354,26.4157,26.0539,26.2893,1898655
5/19/2014,26.3182,26.8392,26.1579,26.8133,1968473
5/20/2014,26.8715,27.1875,26.7008,26.8909,2413749
5/21/2014,27.0158,27.3567,26.9765,27.3542,1557407
5/22/2014,27.4787,27.7653,27.419,27.6404,2139532
5/23/2014,27.7737,28.1156,27.5767,28.0559,2659960
5/27/2014,28.2539,28.6067,28.0733,28.6067,2181396
5/28/2014,28.5918,28.7456,28.362,28.3868,1574051
5/29/2014,28.5331,28.5376,28.2874,28.3923,1404583
5/30/2014,28.446,28.4928,28.1549,28.4465,1862831
6/2/2014,28.3519,28.3848,27.7025,28.0827,1655722
6/3/2014,27.9116,27.9862,27.4949,27.5936,2021982
6/4/2014,27.4448,27.7962,27.2975,27.5563,1720967
6/5/2014,27.723,28.1156,27.6205,28.1121,1787823
6/6/2014,28.2728,28.3046,27.8458,28.1668,1732648
6/9/2014,28.2026,28.4639,28.1265,28.4007,1522678
6/10/2014,28.3037,28.4639,28.1718,28.2798,1478049
6/11/2014,28.1614,28.3132,28.0499,28.24,1123801
6/12/2014,28.2151,28.2151,27.725,27.8419,1542115
6/13/2014,27.8708,27.8991,27.5543,27.8842,1346904
6/16/2014,27.7299,27.7667,27.3691,27.4836,1962459
6/17/2014,27.4866,27.5553,27.2433,27.3998,1474621
6/18/2014,27.5085,27.9364,27.4478,27.8996,2050875
6/19/2014,27.924,28.1156,27.701,28.1151,2618024
6/20/2014,28.1877,28.2036,27.8354,28.1912,3147099
6/23/2014,28.0833,28.5854,28.041,28.5779,1715896
6/24/2014,28.5744,28.974,28.3226,28.4908,2830792
6/25/2014,28.541,29.2253,28.5266,29.1571,2104680
6/26/2014,29.3248,29.3398,28.8421,29.0994,2002786
6/27/2014,29.1333,29.2542,28.9924,29.1452,2012499
6/30/2014,29.1984,29.2457,29.0257,29.0944,1472372
7/1/2014,29.2427,29.5418,29.175,29.4338,1636804
7/2/2014,29.472,29.5661,29.3153,29.3984,1191307
7/3/2014,29.4442,29.5711,29.3099,29.5129,894575
7/7/2014,29.5343,29.6406,29.2572,29.3975,1330728
7/8/2014,29.1788,29.2586,28.5634,28.7824,2119790
7/9/2014,28.8097,29.066,28.7127,29.0292,1366522
7/10/2014,28.5137,29.1233,28.4689,28.864,1429492
7/11/2014,28.9117,29.2715,28.8906,29.1929,1507058
7/14/2014,29.3895,29.6015,29.1951,29.5716,1945310
7/15/2014,29.6159,29.6234,29.1262,29.5119,1666014
7/16/2014,29.7025,29.708,29.3721,29.3905,1435349
7/17/2014,29.3084,29.3347,28.7052,28.9028,2927649
7/18/2014,30.007,30.1906,29.4054,30.1115,4851061
7/21/2014,29.9244,30.0642,29.581,29.7796,2229450
7/22/2014,29.8423,30.2996,29.8203,30.0349,1872711
7/23/2014,29.9592,30.2081,29.9244,30.1155,1100872
7/24/2014,30.1324,30.3006,29.907,30.007,1349520
7/25/2014,29.8199,29.907,29.6458,29.7617,1355430
7/28/2014,29.7453,29.9119,29.4885,29.8085,1351610
7/29/2014,29.7428,29.7821,29.4676,29.5562,1360226
7/30/2014,29.6487,29.7801,29.494,29.6303,1209790
7/31/2014,29.3079,29.4586,28.7465,28.8396,2299476
8/1/2014,28.7901,29.0327,28.3793,28.5435,2203254
8/4/2014,28.6884,29.0521,28.4769,28.975,1517564
8/5/2014,28.8311,28.8719,28.3798,28.5206,1643482
8/6/2014,28.3395,28.7945,28.2375,28.5878,1316582
8/7/2014,28.6655,28.778,28.3361,28.4545,1157495
8/8/2014,28.4649,28.8403,28.3156,28.7595,1487908
8/11/2014,28.8123,28.8466,28.6281,28.7252,1197633
8/12/2014,28.6132,28.658,28.3599,28.4699,1388302
8/13/2014,28.6853,29.1668,28.6231,29.0889,1894224
8/14/2014,29.1949,29.2502,28.9078,29.0934,1266822
8/15/2014,29.2352,29.3332,28.8998,29.0466,1717147
8/18/2014,29.2153,29.6109,29.188,29.494,1463758
8/19/2014,29.6378,29.7482,29.5805,29.7134,1040283
8/20/2014,29.7054,29.7074,29.5089,29.6288,964007
8/21/2014,29.6035,29.6209,29.4145,29.4801,1128201
8/22/2014,29.5223,29.6079,29.3497,29.486,873288
8/25/2014,29.597,29.6373,29.3228,29.388,1291873
8/26/2014,29.4592,29.4617,29.2328,29.2661,1464950
8/27/2014,29.2507,29.3283,28.9068,29.0113,1362253
8/28/2014,28.863,29.0964,28.7565,28.8779,1399258
8/29/2014,28.979,29.0064,28.7745,28.9795,1201143
9/2/2014,29.0089,29.3248,28.9815,29.2915,1577736
9/3/2014,29.4457,29.583,29.1854,29.3357,1572260
9/4/2014,29.4656,29.7577,29.3895,29.5159,1626808
9/5/2014,29.6149,29.7826,29.5363,29.7468,1791292
9/8/2014,29.8145,30.0325,29.7589,29.9384,1593627
9/9/2014,29.8707,29.8871,29.3836,29.4577,1567083
9/10/2014,29.4462,29.5447,29.2173,29.5298,1154769
9/11/2014,29.3597,29.4565,29.1626,29.4149,1494308
9/12/2014,29.379,29.4332,29.0252,29.1058,1843455
9/15/2014,28.9735,29.0571,28.7132,28.9436,1542733
9/16/2014,28.9093,29.3671,28.9093,29.2989,1574062
9/17/2014,29.3353,29.6617,29.2164,29.5234,1712735
9/18/2014,29.6109,29.7358,29.5099,29.7214,1487356
9/19/2014,29.8319,30.126,29.7458,30.126,4174675
9/22/2014,29.9817,30.0463,29.5149,29.7214,1776607
9/23/2014,29.6085,29.6906,29.3716,29.4184,1398395
9/24/2014,29.4377,29.8627,29.3745,29.7786,1752572
9/25/2014,29.7075,29.7613,29.0979,29.1233,1668510
9/26/2014,29.1571,29.3384,29.1108,29.2551,1282955
9/29/2014,28.9531,29.3253,28.9402,29.2507,1139536
9/30/2014,29.2347,29.4094,29.0859,29.2805,1564209
10/1/2014,29.2004,29.2959,28.7635,28.8436,1442788
10/2/2014,28.7625,29.0232,28.5659,28.9058,1529622
10/3/2014,29.066,29.2745,29.0362,29.173,1208813
10/6/2014,29.3572,29.4791,29.1308,29.2492,1280012
10/7/2014,29.1058,29.1531,28.5684,28.5684,1538870
10/8/2014,28.6027,29.0954,28.2469,29.0481,2199841
10/9/2014,28.9421,28.9879,28.3161,28.4047,2401969
10/10/2014,28.2385,28.6246,27.6184,27.6274,2965493
10/13/2014,27.6244,27.9103,27.092,27.1079,2743392
10/14/2014,27.3762,27.7986,27.0955,27.304,2597618
10/15/2014,26.9751,27.0664,26.2954,26.9079,3817975
10/16/2014,26.2247,26.9208,26.1226,26.7183,3786946
10/17/2014,26.8939,27.0432,25.7972,26.0241,5970201
10/20/2014,25.8986,26.5311,25.8335,26.4923,2736741
10/21/2014,26.7357,26.8103,26.3839,26.7735,2448434
10/22/2014,26.9238,27.407,26.883,27.0054,2960398
10/23/2014,27.2836,27.7374,27.1452,27.5508,2143432
10/24/2014,27.617,27.6179,27.1283,27.3144,2165413
10/27/2014,27.2577,27.5682,27.2298,27.3632,1590805
10/28/2014,27.4542,27.8269,27.3905,27.814,1731387
10/29/2014,27.909,28.114,27.6667,27.7896,2043582
10/30/2014,27.7797,27.9912,27.4751,27.8802,1604796
10/31/2014,28.2798,28.3012,28.1061,28.2584,2330398
11/3/2014,28.0425,28.2226,27.9479,28.0544,1536991
11/4/2014,27.9245,28.1052,27.7822,28.0753,1379913
11/5/2014,28.2046,28.2101,27.5756,27.6652,1637433
11/6/2014,27.6428,27.7074,27.398,27.4532,1642864
11/7/2014,27.6478,27.6478,27.3368,27.4597,1581569
11/10/2014,27.4886,27.8981,27.4498,27.7787,1298274
11/11/2014,27.7932,27.9912,27.6798,27.931,1094946
11/12/2014,27.924,27.929,27.6429,27.7797,1088909
11/13/2014,27.9071,27.9076,27.5727,27.6896,1503798
11/14/2014,27.7672,27.7672,27.494,27.6274,1418279
11/17/2014,27.6274,27.6274,27.0924,27.2019,1672621
11/18/2014,27.2662,27.508,27.0607,27.096,1813499
11/19/2014,27.1079,27.2806,26.8312,27.2298,1510066
11/20/2014,26.9755,27.1392,26.9461,27.0586,1742425
11/21/2014,27.4209,27.4209,27.1203,27.1646,2494061
11/24/2014,27.1984,27.4283,27.078,27.2437,1645901
11/25/2014,27.2303,27.4935,27.2154,27.3308,1894529
11/26/2014,27.3308,27.3632,27.1318,27.2562,1473251
11/28/2014,27.2199,27.3493,27.0945,27.3234,1204305
12/1/2014,27.1248,27.3089,26.8028,26.8541,1984908
12/2/2014,26.8442,26.9636,26.6057,26.8014,2064108
12/3/2014,26.7471,26.9414,26.6331,26.7207,1616247
12/4/2014,26.7541,27.0054,26.6172,26.9999,1625914
12/5/2014,26.7073,26.782,26.2376,26.2784,3055514
12/8/2014,26.3351,26.5637,26.2246,26.4102,3216436
12/9/2014,26.1687,26.7049,26.046,26.678,2158497
12/10/2014,26.6675,26.8397,26.249,26.2764,2305185
12/11/2014,26.3744,26.7242,26.3321,26.4789,2063424
12/12/2014,26.2465,26.4853,25.9489,25.9514,2360256
12/15/2014,26.0634,26.1435,25.6473,25.6693,2609503
12/16/2014,25.5578,25.6564,24.7412,24.7895,4329186
12/17/2014,24.8741,25.3324,24.8367,25.202,3622118
12/18/2014,25.6768,25.6897,25.2075,25.6086,3858291
12/19/2014,25.7265,25.9166,25.322,25.8783,4848881
12/22/2014,25.9067,26.5217,25.9057,26.4884,3303671
12/23/2014,26.5983,26.986,26.559,26.8103,2863529
12/24/2014,26.8129,26.886,26.6277,26.7188,734338
12/26/2014,26.7188,27.0333,26.6471,26.9472,1108167
12/29/2014,26.8964,27.0671,26.7302,26.7377,2208078
12/30/2014,26.6208,26.7641,26.5536,26.6367,1043643
12/31/2014,26.7591,26.792,26.3839,26.4068,1230564
1/2/2015,26.5033,26.6625,26.2684,26.3515,1321551
1/5/2015,26.2321,26.2739,25.7643,25.8494,2049320
1/6/2015,25.9012,25.9365,25.1573,25.2115,2718818
1/7/2015,25.4259,25.4528,25.0627,25.1373,2334711
1/8/2015,24.9562,25.2543,24.6332,25.2249,3644797
1/9/2015,25.2881,25.309,24.8139,24.9169,2090034
1/12/2015,24.8432,24.8949,24.4287,24.7347,2843339
1/13/2015,25.0089,25.309,24.7447,24.9706,3035779
1/14/2015,24.9019,25.292,24.7895,25.1761,2627394
1/15/2015,25.3234,25.3662,24.9811,25.0806,2544518
1/16/2015,25.0378,25.421,25.0348,25.4013,2471043
1/20/2015,25.5165,25.6579,25.3473,25.3757,2332462
1/21/2015,25.4205,25.9684,25.3583,25.8957,2306761
1/22/2015,26.0256,26.8138,25.9714,26.7372,2790065
1/23/2015,26.7735,27.1408,26.6601,26.9686,2287357
1/26/2015,26.9462,26.9462,26.4769,26.7083,1539204
1/27/2015,26.4436,26.5122,25.9191,25.9355,1948126
1/28/2015,26.1251,26.1594,25.4956,25.4996,1782556
1/29/2015,25.523,25.6369,25.0542,25.5394,3932058
1/30/2015,25.8265,27.0258,25.7857,26.7496,6026629
2/2/2015,26.5889,26.6974,25.9619,26.4834,3750930
2/3/2015,26.3709,26.7446,26.2151,26.5381,2341897
2/4/2015,26.5301,26.7096,26.1266,26.1798,1686765
2/5/2015,26.2709,26.4082,26.1569,26.3654,1650855
2/6/2015,26.4241,26.8822,26.3067,26.5667,2136704
2/9/2015,26.4267,26.567,26.252,26.3381,1508476
2/10/2015,26.4809,26.9213,26.3327,26.8795,2360185
2/11/2015,26.8581,26.9686,26.6725,26.772,1906222
2/12/2015,26.8546,27.2865,26.7222,27.1706,2417960
2/13/2015,27.2453,27.4956,27.2,27.4269,2357845
2/17/2015,27.4268,27.5184,27.0337,27.1208,1949357
2/18/2015,27.0616,27.2472,26.8491,27.0034,1550739
2/19/2015,26.9944,27.2129,26.9089,27.1925,1534334
2/20/2015,27.2487,27.2487,26.777,26.9611,1902636
2/23/2015,26.8217,26.8367,26.4734,26.6227,1637446
2/24/2015,26.4511,26.8417,26.4237,26.8044,1414612
2/25/2015,26.7939,27.3478,26.7725,27.2363,2032113
2/26/2015,27.1571,27.8732,27.1248,27.8314,2688725
2/27/2015,27.7747,28.3355,27.7189,27.9976,3400183
3/2/2015,28.2151,28.6625,28.0235,28.6142,2508312
3/3/2015,28.6803,28.9043,28.3892,28.802,2514255
3/4/2015,28.7112,28.9431,28.4898,28.7789,1889118
3/5/2015,28.8431,29.0212,28.7739,28.9334,1787343
3/6/2015,28.9615,29.0003,28.4669,28.5087,1870675
3/9/2015,28.4102,28.6356,28.3171,28.5684,1168656
3/10/2015,28.2885,28.3525,27.8578,27.8593,1994488
3/11/2015,27.8568,28.0748,27.6384,27.6523,2016517
3/12/2015,27.7911,27.9583,27.6443,27.925,1771588
3/13/2015,27.8284,28.0837,27.3855,27.5184,1762923
3/16/2015,27.714,28.0534,27.4349,27.9484,1833987
3/17/2015,27.7816,27.8986,27.5886,27.7478,1437684
3/18/2015,27.7538,28.1907,27.5433,28.1733,1757817
3/19/2015,28.0917,28.2131,27.9723,28.0494,1227102
3/20/2015,28.2007,28.2201,28.0897,28.1131,2205494
3/23/2015,28.1654,28.3465,28.019,28.134,1504493
3/24/2015,28.2917,28.9556,28.2693,28.7396,3939012
3/25/2015,28.7411,28.8655,28.2151,28.2151,2640825
3/26/2015,28.0982,28.2246,27.7827,28.0479,2480282
3/27/2015,27.9579,28.0692,27.714,27.7449,1719411
3/30/2015,27.8793,27.9743,27.7071,27.9233,1233455
3/31/2015,27.7642,27.9887,27.6015,27.603,1738309
4/1/2015,27.6095,27.7922,27.1716,27.3438,1935837
4/2/2015,27.2402,27.2696,26.8934,26.9367,2376655
4/6/2015,26.8138,27.1472,26.6576,27.0681,1677873
4/7/2015,27.1199,27.3771,27.05,27.1134,1359418
4/8/2015,27.1701,27.4438,27.1701,27.3114,1412561
4/9/2015,27.3298,27.3378,26.9686,27.2706,1610598
4/10/2015,27.3478,27.3617,27.1193,27.2965,1299009
4/13/2015,27.2224,27.5319,27.1851,27.3015,1459302
4/14/2015,27.1985,27.1985,26.6596,26.8606,2349100
4/15/2015,26.77,27.0303,26.4919,26.9233,2336916
4/16/2015,26.7894,27.1317,26.777,27.0467,1578542
4/17/2015,26.7377,26.8616,26.3242,26.5103,2449989
4/20/2015,26.5606,27.1602,26.5407,27.097,1916903
4/21/2015,27.1855,27.2584,26.9815,27.0171,1449458
4/22/2015,27.0238,27.4189,26.9372,27.3283,1582750
4/23/2015,27.3896,27.925,27.3732,27.7404,3890558
4/24/2015,28.8645,29.0959,28.2823,28.5465,4586472
4/27/2015,28.5022,28.6391,27.9812,28.1713,2391669
4/28/2015,28.0817,28.2564,27.9145,28.0842,1850936
4/29/2015,27.8921,28.1573,27.817,27.9359,1673063
4/30/2015,27.7951,27.922,27.2059,27.3079,2350781
5/1/2015,27.3946,27.4299,27.0631,27.4269,1819867
5/4/2015,27.4184,27.7021,27.2393,27.5105,1754565
5/5/2015,27.3772,27.4991,26.9895,27.0231,1419632
5/6/2015,27.0029,27.0671,26.4851,26.6267,1942441
5/7/2015,26.6675,27.1302,26.5455,26.973,1584641
5/8/2015,27.3129,27.5085,27.2711,27.3169,1404549
5/11/2015,27.2941,27.5369,27.1502,27.1592,1087725
5/12/2015,27.0113,27.0188,26.6227,26.8083,1755727
5/13/2015,26.895,27.0627,26.8208,26.8462,1206156
5/14/2015,27.069,27.3537,26.9959,27.3293,1579280
5/15/2015,27.3886,27.399,26.9959,27.1945,1664022
5/18/2015,27.0616,27.2865,26.9835,27.2034,1328901
5/19/2015,27.2696,27.5383,27.2258,27.3333,2345061
5/20/2015,27.415,27.671,27.1254,27.4941,1534628
5/21/2015,27.3791,27.7478,27.3343,27.708,1700381
5/22/2015,27.5911,27.7792,27.5493,27.5941,1207516
5/26/2015,27.4975,27.5349,27.0193,27.2293,1864792
5/27/2015,27.3034,27.6324,27.199,27.5806,1733945
5/28/2015,27.5578,27.6558,27.409,27.5772,1171718
5/29/2015,27.5284,27.5652,27.1224,27.1363,2161949
6/1/2015,27.3059,27.3975,27.0496,27.3298,1652597
6/2/2015,27.2413,27.8065,27.1975,27.5657,1585248
6/3/2015,27.6229,27.7668,27.4761,27.6324,1329125
6/4/2015,27.4776,27.6657,27.3253,27.4532,1336923
6/5/2015,27.4687,27.5349,27.239,27.3458,1214038
6/8/2015,27.3497,27.3627,27.0183,27.0447,1360312
6/9/2015,27.0417,27.1124,26.8143,26.979,1493704
6/10/2015,27.1551,27.607,27.1258,27.4985,1508591
6/11/2015,27.5925,27.6095,27.3278,27.3711,1287403
6/12/2015,27.2274,27.312,27.1517,27.2433,1267326
6/15/2015,27.0074,27.0731,26.8322,27.0208,1351021
6/16/2015,27.0945,27.2045,26.9498,27.1139,1618612
6/17/2015,27.1413,27.2876,26.9616,27.2,1216236
6/18/2015,27.2696,27.7299,27.2696,27.6767,2049804
6/19/2015,27.6936,27.7628,27.4816,27.7434,2950388
6/22/2015,27.8374,28.1459,27.8125,27.8508,1729298
6/23/2015,27.8564,28.1106,27.725,28.0355,1562341
6/24/2015,27.9902,27.9981,27.708,27.7956,1439274
6/25/2015,27.8817,28.0231,27.7402,27.7648,1328919
6/26/2015,27.8523,27.8667,27.4612,27.5214,2173361
6/29/2015,27.2074,27.4139,26.8834,26.9337,1878831
6/30/2015,27.1248,27.1651,26.8486,26.8735,1717253
7/1/2015,27.0536,27.1606,26.8595,27.0357,1530653
7/2/2015,27.1074,27.2696,27.0492,27.2368,1399523
7/6/2015,26.9835,27.2985,26.9758,27.1512,1274594
7/7/2015,27.2412,27.4189,26.864,27.3706,1671764
7/8/2015,27.1502,27.2835,26.9312,26.9561,1376483
7/9/2015,27.3019,27.3134,27.1014,27.1029,1481241
7/10/2015,27.5538,27.8314,27.4687,27.6732,2161417
7/13/2015,27.8424,28.5062,27.8021,28.4505,2079700
7/14/2015,28.5883,29.3451,28.5719,29.07,3723777
7/15/2015,29.0482,29.2945,28.8725,29.0591,2063467
7/16/2015,29.3347,30.0812,29.2561,29.9458,5605250
7/17/2015,33.8383,34.9828,33.7387,34.8146,12796975
7/20/2015,34.2851,34.724,33.9263,34.4772,5097387
7/21/2015,34.0811,35.1122,34.0448,34.6021,3762246
7/22/2015,34.5359,35.4968,34.4164,34.5896,4135213
7/23/2015,34.4279,34.6379,33.4197,33.576,3793464
7/24/2015,33.6775,33.7282,32.5036,32.5827,4111477
7/27/2015,32.4235,33.1948,32.4225,32.7569,2905221
7/28/2015,32.9306,33.047,32.5151,32.8261,1710020
7/29/2015,32.9554,33.0086,32.4866,32.9141,1829058
7/30/2015,32.7156,33.2436,32.4295,33.0699,1970922
7/31/2015,33.0769,33.0918,32.7037,32.7186,1737787
8/3/2015,32.7266,33.1749,32.7266,33.0779,1559951
8/4/2015,33.059,33.2411,32.8684,32.9067,1303181
8/5/2015,33.1291,33.8337,33.1208,33.5043,1813715
8/6/2015,33.5392,33.577,32.8793,33.3481,2023312
8/7/2015,33.2301,33.2806,32.7867,33.0614,1370598
8/10/2015,33.1958,33.4212,32.8544,32.9992,1714715
8/11/2015,34.8126,35.0325,34.0532,34.3508,5467874
8/12/2015,34.5593,34.6344,33.8636,34.409,2918376
8/13/2015,34.2961,34.5364,33.9467,34.1622,1809100
8/14/2015,34.0393,34.4483,33.9825,34.3045,1373289
8/17/2015,34.2383,34.5718,33.9905,34.5404,1228081
8/18/2015,34.389,34.6223,34.1029,34.2726,1378950
8/19/2015,34.3413,34.8434,34.1766,34.5369,2497757
8/20/2015,34.291,34.6423,33.6033,33.8123,2876123
8/21/2015,33.3924,33.4844,32.0022,32.0483,4572113
8/24/2015,29.8871,32.0632,29.5134,30.7584,6458542
8/25/2015,32.1696,32.1961,30.438,30.4778,3554477
8/26/2015,32.002,32.9663,31.3685,32.83,4366105
8/27/2015,33.4396,33.5387,32.4001,33.2391,2934706
8/28/2015,33.1297,33.1914,32.532,32.8276,1932596
8/31/2015,32.5613,33.0624,32.1637,32.2369,1937582
9/1/2015,31.5397,32.0687,31.1043,31.3282,2560640
9/2/2015,31.7482,32.0994,31.382,32.0921,1872538
9/3/2015,32.2423,32.4075,31.5395,31.7009,1720335
9/4/2015,31.3352,31.5741,31.176,31.2984,2015357
9/8/2015,31.8975,32.0985,31.4944,32.0408,1945346
9/9/2015,32.4389,32.7116,31.8925,32.0174,2039157
9/10/2015,32.0418,32.5892,31.9323,32.3991,1385855
9/11/2015,32.3558,32.6096,32.2165,32.6091,1736314
9/14/2015,32.6255,32.64,32.3206,32.4683,1490502
9/15/2015,32.6793,33.2834,32.5116,33.0953,1768864
9/16/2015,33.1192,33.2446,32.9525,33.1177,1306354
9/17/2015,33.2157,33.9372,33.0918,33.4237,2376244
9/18/2015,33.0948,33.3327,32.8445,32.8888,3609955
9/21/2015,33.1171,33.2908,32.7434,33.1903,1945365
9/22/2015,32.7171,32.7843,32.098,32.5046,2705148
9/23/2015,32.4897,32.8569,32.3817,32.5091,1451059
9/24/2015,32.2941,32.6823,31.9555,32.5897,1925434
9/25/2015,32.7723,32.7723,31.8306,31.8552,2412458
9/28/2015,31.8005,31.9896,30.745,31.064,2370966
9/29/2015,31.1262,31.583,30.7545,30.9824,2096445
9/30/2015,31.4412,31.8134,31.3078,31.7666,2635055
10/1/2015,31.7453,32.0389,31.4056,31.9473,2115204
10/2/2015,31.7487,32.7562,31.5243,32.6932,2427828
10/5/2015,32.9226,33.4913,32.6375,33.4242,1888981
10/6/2015,33.3082,33.7785,32.9964,33.4222,2147143
10/7/2015,33.7088,33.7755,32.7489,33.3406,2207120
10/8/2015,33.3132,33.4346,32.5688,33.1913,1956044
10/9/2015,33.2157,33.5439,32.9604,33.4023,1598535
10/12/2015,33.3003,33.7377,33.2033,33.6606,1327878
10/13/2015,33.5526,34.2592,33.4953,33.996,2112241
10/14/2015,34.0238,34.3378,33.7835,33.8586,1557136
10/15/2015,34.0994,34.5428,34.0567,34.4861,2346608
10/16/2015,34.6046,34.6454,34.2911,34.6006,1807120
10/19/2015,34.5349,34.8454,34.4458,34.831,1501408
10/20/2015,34.7284,34.7339,33.5237,33.8382,2609243
10/21/2015,33.998,34.0821,33.3755,33.4302,1600784
10/22/2015,33.6114,34.2388,33.4252,33.895,4410514
10/23/2015,37.3246,37.446,35.7262,35.7954,6306175
10/26/2015,35.8297,36.5727,35.8297,36.3821,2427245
10/27/2015,36.1557,36.6232,36.0345,36.4667,1929692
10/28/2015,36.4756,36.6931,36.1905,36.6707,1970733
10/29/2015,36.6563,37.1618,36.5831,37.0653,1817269
10/30/2015,37.1007,37.138,36.6513,36.6941,1989650
11/2/2015,36.7184,37.231,36.3985,37.2091,1986212
11/3/2015,37.0942,37.4061,36.8817,37.2629,1806665
11/4/2015,37.3166,37.8142,37.2818,37.5858,2082045
11/5/2015,37.7599,38.1351,37.6933,37.8525,2263490
11/6/2015,37.7888,37.9696,37.5719,37.8988,1669218
11/9/2015,37.7455,37.9834,37.2772,37.5589,1768405
11/10/2015,37.4947,37.849,37.2424,37.7326,1482840
11/11/2015,37.9376,38.271,37.8067,38.0804,2085947
11/12/2015,37.8281,38.1077,37.6132,37.6465,1764120
11/13/2015,37.5226,37.5868,36.7975,36.8274,2397896
11/16/2015,36.8344,37.4067,36.5418,37.3425,2523137
